url,page
https://jiji.com.gh/lake-side-estate/houses-apartments-for-rent/1bdrm-apartment-in-lakeside-estate-for-rent-8yDeUKx3qUtdH6IQ4UDU4KHa.html,1
https://jiji.com.gh/kasoa/houses-apartments-for-rent/5bdrm-house-in-kasoa-for-rent-p3JtK7f72pubP1CCyU3BIWrh.html,1
https://jiji.com.gh/ashaley-botwe/houses-apartments-for-rent/2bdrm-apartment-in-ashaley-botwe-for-rent-2H5phK3AbG617P7hH2QwiH0u.html,1
https://jiji.com.gh/ga-south-municipal/houses-apartments-for-rent/2bdrm-apartment-in-first-digital-real-ga-south-municipal-for-rent-eUMkYNOBSyzTuGUNJcx3BcUz.html,1
https://jiji.com.gh/anyaa-school-junction/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-school-junction-for-rent-uXaJNEx2jMEfP39uK8SoN6oU.html,2
https://jiji.com.gh/ga-south-municipal/houses-apartments-for-rent/1bdrm-apartment-in-first-digital-real-ga-south-municipal-for-rent-buP5hpaGJDjoBQEykxmTl5cY.html,2
https://jiji.com.gh/tseaddo/houses-apartments-for-rent/1bdrm-apartment-in-tseaddo-for-rent-wC5CHV01ZDB5MPN8Y6ohQuHG.html,2
https://jiji.com.gh/east-legon/houses-apartments-for-rent/4bdrm-mansion-in-west-trasacco-east-legon-for-rent-5L5V2hJKZF2vY5JFunkauGNB.html,2
https://jiji.com.gh/east-legon/houses-apartments-for-rent/3bdrm-apartment-in-east-legon-for-rent-byi8PpIm84xWDmD4tFH3QQ3O.html,2
https://jiji.com.gh/west-hills-mall/houses-apartments-for-rent/1bdrm-apartment-in-first-digital-real-west-hills-mall-area-for-rent-r9EdjaEJLFCuTweq7MaIRuPW.html,2
https://jiji.com.gh/adjiriganor/houses-apartments-for-rent/furnished-3bdrm-apartment-in-adjiriganor-for-rent-fkuX4V3x9uF8RMUjybO7OmOF.html,2
https://jiji.com.gh/ga-south-municipal/houses-apartments-for-rent/11bdrm-duplex-in-ga-south-municipal-for-rent-geeD9ovDZrwtSB9Pbpe5OA6I.html,2
https://jiji.com.gh/east-legon/houses-apartments-for-rent/3bdrm-apartment-in-adjiringanor-east-legon-for-rent-rwjJYA0kPazDJBJUHQMddE3p.html,2
https://jiji.com.gh/millenium-city/houses-apartments-for-rent/2bdrm-apartment-in-first-digital-real-millenium-city-for-rent-watjkY6Rh3kGdz49733WluNi.html,2
https://jiji.com.gh/tseaddo/houses-apartments-for-rent/1bdrm-apartment-in-tseaddo-for-rent-8blZK4rVJPc7aGRneiXFzbxR.html,2
https://jiji.com.gh/west-hills-mall/houses-apartments-for-rent/6bdrm-house-in-west-hills-mall-area-for-rent-kEwA5DERwQV0blMoMSOnouiQ.html,2
https://jiji.com.gh/east-legon/houses-apartments-for-rent/2bdrm-apartment-in-adjiringanor-east-legon-for-rent-mFFf7kn3y3A9eP4hZhlT1Yve.html,2
https://jiji.com.gh/east-legon/houses-apartments-for-rent/furnished-4bdrm-duplex-in-east-legon-for-rent-vY5DXCTEWb3CFycfReRAsUSR.html,2
https://jiji.com.gh/kasoa/houses-apartments-for-rent/2bdrm-apartment-in-first-digital-real-kasoa-for-rent-fHycmIG1ZLARm6tXdPyUIEPi.html,2
https://jiji.com.gh/dansoman/houses-apartments-for-rent/4bdrm-duplex-in-dr-roko-dansoman-for-rent-aajPm9VMe1TlEsfT3D0v2xQc.html,2
https://jiji.com.gh/cantonments/houses-apartments-for-rent/4bdrm-mansion-in-cantonments-for-rent-wQYxDAo6kH4NR6DUbWpbJstb.html,2
https://jiji.com.gh/amasaman/houses-apartments-for-rent/4bdrm-house-in-amasaman-for-rent-oIMRdIYxkjBXElGd2o8gJH1T.html,2
https://jiji.com.gh/tseaddo/houses-apartments-for-rent/1bdrm-apartment-in-tseaddo-for-rent-fCTE89GMYWpwke6z5irW3267.html,2
https://jiji.com.gh/east-legon/houses-apartments-for-rent/3bdrm-house-in-east-legon-hills-for-rent-axz87Cz1hc6uviUcKZCTAY6U.html,2
