url,page
https://jiji.com.gh/israel-park/houses-apartments-for-rent/studio-apartment-in-madev-realty-israel-park-for-rent-AX1aYIqkA0tktNmhwDJb4Xyd.html,1
https://jiji.com.gh/manet-court/houses-apartments-for-rent/1bdrm-apartment-in-coastal-manet-court-for-rent-5LkTbLJjLA1O0wRJAQFqCqNi.html,1
https://jiji.com.gh/lake-side-estate/houses-apartments-for-rent/2bdrm-apartment-in-lakeside-for-rent-cZRisWyyr54mneNZTCsAjLsW.html,1
https://jiji.com.gh/kasoa/houses-apartments-for-rent/2bdrm-apartment-in-first-digital-real-kasoa-for-rent-fqw9EYaNFn6CHtn9iNBEFxgA.html,1
https://jiji.com.gh/west-hills-mall/houses-apartments-for-rent/3bdrm-apartment-in-west-hills-mall-area-for-rent-nFZnF7EgqA4mAfpXirHTQYxU.html,1
https://jiji.com.gh/tseaddo/houses-apartments-for-rent/2bdrm-apartment-in-tse-addo-tseaddo-for-rent-cDTg75z6pkZsxfcJdrvfKMLU.html,1
https://jiji.com.gh/tantra-hills/houses-apartments-for-rent/3bdrm-apartment-in-first-digital-real-tantra-hills-for-rent-fZedT9OC4g4duo8meOLVxgvO.html,1
https://jiji.com.gh/bortiano/houses-apartments-for-rent/3bdrm-apartment-in-jesus-saves-bortiano-for-rent-eLErG2vrOYC3gpR1AFb7N4al.html,1
https://jiji.com.gh/teshie/houses-apartments-for-rent/1bdrm-apartment-in-obediben-teshie-for-rent-gihJU7WujacTvEfAoukcDhDz.html,1
https://jiji.com.gh/ga-south-municipal/houses-apartments-for-rent/1bdrm-apartment-in-first-digital-real-ga-south-municipal-for-rent-aiitJPbvbOvkViRuxoylm48U.html,1
https://jiji.com.gh/tema-metropolitan/houses-apartments-for-rent/furnished-3bdrm-house-in-devtraco-estate-tema-metropolitan-for-rent-3fpw20G6GEXb0MY4pC54d5zp.html,1
https://jiji.com.gh/kasoa/houses-apartments-for-rent/4bdrm-house-in-first-digital-real-kasoa-for-rent-5Lt1AU8relxWWeZqkCVrChbG.html,1
https://jiji.com.gh/west-hills-mall/houses-apartments-for-rent/furnished-2bdrm-apartment-in-west-hills-mall-area-for-rent-awcWpzhtAd3RahAXXp5dbBq5.html,1
https://jiji.com.gh/achimota/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-achimota-for-rent-cXVSs0KPSX1qnJuCbMjECaB8.html,1
https://jiji.com.gh/adenta-municipal/houses-apartments-for-rent/4bdrm-house-in-adenta-melcom-for-rent-nI7e8b50gYu9KFlak3KBIrk0.html,1
https://jiji.com.gh/adenta-municipal/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-adenta-for-rent-69R73sS4ofPXOuIhWEnMXAq3.html,1
